,id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,host_temperature,host_radius,host_mass,right_ascension,declination
2933,2933,Kepler-1960 b,4983.0,2.26 Earths,15.181,2021,Super Earth,1.307 x Earth,0.0354 AU,2.3 days,0.0,Kepler-1912,Transit,5734.0,0.96,0.98,18h48m28.28s,+46d13m26.24s
2934,2934,Kepler-1961 b,3400.0,3.25 Earths,15.809,2021,Super Earth,1.619 x Earth,0.0588 AU,5.6 days,0.0,Kepler-1913,Transit,6214.0,1.08,1.17,19h20m52.01s,+44d46m46.51s
2935,2935,Kepler-1962 b,2828.0,1.95 Earths,15.146,2021,Super Earth,1.215 x Earth,0.0783 AU,8 days,0.0,Kepler-1914,Transit,5982.0,0.96,1.05,19h25m43.54s,+38d39m15.71s
2936,2936,Kepler-1963 b,1608.0,0.337 Earths,14.054,2021,Terrestrial,0.744 x Earth,0.0298 AU,2 days,0.0,Kepler-1915,Transit,6020.0,1.06,1.03,20h05m06.88s,+44d15m01.84s
2937,2937,Kepler-1964 b,,3.83 Earths,16.363,2021,Super Earth,1.781 x Earth,0.0322 AU,2.4 days,0.0,Kepler-1916,Transit,6246.0,1.09,1.18,19h32m16.94s,+48d23m15.64s
2938,2938,Kepler-1965 b,1702.0,2.4 Earths,13.839,2021,Super Earth,1.354 x Earth,0.2301 AU,41.9 days,0.0,Kepler-1917,Transit,5530.0,0.79,0.88,19h36m24.93s,+45d00m04.87s
2939,2939,Kepler-1966 b,1581.0,1.39 Earths,15.222,2021,Super Earth,1.105 x Earth,0.0763 AU,8.6 days,0.0,Kepler-1918,Transit,5889.0,0.92,0.97,19h30m07.33s,+42d12m52.48s
2940,2940,Kepler-1967 b,813.0,0.315 Earths,13.519,2021,Terrestrial,0.73 x Earth,0.0735 AU,7.3 days,0.0,Kepler-1919,Transit,5513.0,0.82,0.87,18h52m31.66s,+43d57m21.62s
2941,2941,Kepler-1968 b,2450.0,2.86 Earths,16.303,2021,Super Earth,1.5 x Earth,0.0696 AU,7.3 days,0.0,Kepler-192,Transit,5479.0,1.01,0.94,19h11m40.31s,+45d35m34.38s
2942,2942,Kepler-1969 b,3929.0,3.47 Earths,15.851,2021,Super Earth,1.682 x Earth,0.0717 AU,6.6 days,0.0,Kepler-192,Transit,5479.0,1.01,0.94,19h11m40.31s,+45d35m34.38s
2943,2943,Kepler-196 b,1472.0,4.27 Earths,14.239,2014,Super Earth,1.9 x Earth,0.138 AU,20.7 days,0.0,Kepler-192,Transit,5487.0,0.94,0.94,19h11m40.31s,+45d35m34.38s
2944,2944,Kepler-196 c,1472.0,5.65 Earths,14.239,2014,Neptune-like,0.2 x Jupiter,0.24 AU,47.4 days,0.0,Kepler-1920,Transit,6277.0,1.16,1.24,19h24m14.89s,+38d51m47.84s
2945,2945,Kepler-196 d,1472.0,7.56 Earths,14.239,2021,Neptune-like,0.237 x Jupiter,0.4484 AU,122.1 days,0.0,Kepler-1921,Transit,6120.0,2.0,1.25,20h01m15.88s,+45d29m43.18s
2946,2946,Kepler-1972 b,937.0,2.02 Earths,11.23,2014,Super Earth,0.802 x Earth,0.0763 AU,7.5 days,0.07,Kepler-1922,Transit,5931.0,0.86,0.95,19h29m19.29s,+37d59m49.45s
2947,2947,Kepler-1972 c,937.0,2.11 Earths,11.23,2014,Super Earth,0.868 x Earth,0.1041 AU,11.3 days,0.04,Kepler-1923,Transit,5881.0,1.29,1.11,19h52m20.03s,+40d20m46.52s
2948,2948,Kepler-197 b,1078.0,1.04 Earths,11.775,2014,Super Earth,1.02 x Earth,0.06 AU,5.6 days,0.02,Kepler-1924,Transit,5726.0,1.28,1.02,19h35m04.17s,+42d49m44.96s
2949,2949,Kepler-197 c,1078.0,5.3 Earths,11.775,2014,Super Earth,1.23 x Earth,0.09 AU,10.3 days,0.08,Kepler-1925,Transit,5856.0,1.09,1.06,19h19m18.90s,+45d06m09.68s
2950,2950,Kepler-197 d,1078.0,1.98 Earths,11.775,2014,Super Earth,1.22 x Earth,0.119 AU,15.7 days,0.03,Kepler-1926,Transit,5256.0,0.83,0.77,19h24m47.71s,+44d09m58.33s
2951,2951,Kepler-197 e,1078.0,0.693 Earths,11.775,2014,Terrestrial,0.91 x Earth,0.164 AU,25.2 days,0.38,Kepler-1927,Transit,6056.0,2.48,1.41,19h45m25.11s,+41d20m08.05s
2952,2952,Kepler-198 b,1616.0,8.35 Earths,13.684,2014,Neptune-like,0.252 x Jupiter,0.131 AU,17.8 days,0.0,Kepler-1928,Transit,5620.0,0.88,0.97,19h21m45.75s,+38d31m24.86s
2953,2953,Kepler-198 c,1616.0,6.66 Earths,13.684,2014,Neptune-like,0.22 x Jupiter,0.259 AU,49.6 days,0.0,Kepler-1929,Transit,5786.0,1.47,1.01,19h58m20.00s,+47d26m53.25s
2954,2954,Kepler-198 d,1616.0,2.96 Earths,13.684,2016,Super Earth,1.53 x Earth,0.0229 AU,1.3 days,0.0,Kepler-193,Transit,6335.0,1.15,1.14,19h45m59.66s,+46d34m38.09s
2955,2955,Kepler-199 b,1700.0,9.85 Earths,13.796,2014,Neptune-like,0.277 x Jupiter,0.158 AU,23.6 days,0.0,Kepler-193,Transit,6335.0,1.15,1.14,19h45m59.66s,+46d34m38.09s
2956,2956,Kepler-199 c,1700.0,10.6 Earths,13.796,2014,Neptune-like,0.29 x Jupiter,0.316 AU,67.1 days,0.0,Kepler-1930,Transit,5083.0,0.84,0.84,19h50m18.51s,+40d01m39.64s
2957,2957,Kepler-19 b,713.0,8.4 Earths,12.035,2011,Super Earth,2.209 x Earth,0.0835 AU,9.3 days,0.12,Kepler-1931,Transit,6167.0,1.22,1.17,19h23m29.35s,+43d19m58.84s
2958,2958,Kepler-19 c,713.0,13.1 Earths,12.035,2011,Neptune-like,0.328 x Jupiter,Unknown,28.7 days,0.21,Kepler-1932,Transit,5278.0,0.81,0.91,19h01m19.56s,+41d03m49.84s
2959,2959,Kepler-19 d,713.0,22.5 Earths,12.035,2017,Neptune-like,0.451 x Jupiter,Unknown,63 days,0.05,Kepler-1933,Transit,5661.0,1.01,0.96,18h55m58.82s,+39d55m01.24s
2960,2960,Kepler-200 b,2172.0,5.18 Earths,13.932,2014,Neptune-like,2.13 x Earth,0.08 AU,8.6 days,0.0,Kepler-1934,Transit,5925.0,1.03,0.97,19h23m40.64s,+37d17m13.80s
2961,2961,Kepler-200 c,2172.0,3.15 Earths,13.932,2014,Super Earth,1.59 x Earth,0.09 AU,10.2 days,0.0,Kepler-1935,Transit,5570.0,0.9,0.84,19h45m36.91s,+39d43m21.73s
2962,2962,Kepler-201 b,2076.0,6.62 Earths,12.991,2014,Neptune-like,0.219 x Jupiter,0.175 AU,25.7 days,0.0,Kepler-1936,Transit,6501.0,1.85,1.42,19h22m55.20s,+44d50m10.06s
2963,2963,Kepler-201 c,2076.0,8.5 Earths,12.991,2014,Neptune-like,0.254 x Jupiter,0.573 AU,151.9 days,0.0,Kepler-1937,Transit,6457.0,1.2,1.19,19h22m38.01s,+40d46m42.74s
2964,2964,Kepler-202 b,930.0,3.29 Earths,14.178,2014,Super Earth,1.63 x Earth,0.045 AU,4.1 days,0.0,Kepler-1938,Transit,4522.0,0.66,0.65,19h57m24.45s,+41d11m44.62s
2965,2965,Kepler-202 c,930.0,4.08 Earths,14.178,2014,Super Earth,1.85 x Earth,0.113 AU,16.3 days,0.0,Kepler-1939,Transit,4353.0,0.6,0.65,19h02m45.58s,+40d59m40.80s
2966,2966,Kepler-203 b,2294.0,7.13 Earths,14.14,2014,Neptune-like,0.229 x Jupiter,0.043 AU,3.2 days,0.0,Kepler-194,Transit,6089.0,1.02,1.09,19h27m53.14s,+47d51m50.58s
2967,2967,Kepler-203 c,2294.0,2.36 Jupiters,14.14,2014,Super Earth,0.22 x Jupiter,0.061 AU,5.4 days,0.0,Kepler-194,Transit,6089.0,1.02,1.09,19h27m53.14s,+47d51m50.58s
2968,2968,Kepler-203 d,2294.0,33.9 Earths,14.14,2014,Super Earth,1.44 x Earth,0.1 AU,11.3 days,0.0,Kepler-194,Transit,6089.0,1.02,1.09,19h27m53.14s,+47d51m50.58s
2969,2969,Kepler-204 b,2240.0,6.94 Earths,13.977,2014,Neptune-like,0.226 x Jupiter,0.117 AU,14.4 days,0.0,Kepler-1940,Transit,5431.0,0.72,0.8,19h24m49.01s,+45d14m18.00s
2970,2970,Kepler-204 c,2240.0,3.86 Earths,13.977,2014,Super Earth,1.79 x Earth,0.173 AU,25.7 days,0.0,Kepler-1941,Transit,6404.0,1.14,1.18,19h46m30.48s,+49d21m14.01s
2971,2971,Kepler-205 b,521.0,2.89 Earths,13.779,2014,Super Earth,1.51 x Earth,0.032 AU,2.8 days,0.0,Kepler-1942,Transit,5834.0,0.8,0.85,19h39m55.33s,+44d25m30.86s
2972,2972,Kepler-205 c,521.0,3.33 Earths,13.779,2014,Super Earth,1.64 x Earth,0.122 AU,20.3 days,0.0,Kepler-1943,Transit,6032.0,0.97,1.05,19h33m16.39s,+41d07m00.01s
2973,2973,Kepler-206 b,1939.0,1.87 Earths,13.507,2014,Super Earth,1.2 x Earth,0.078 AU,7.8 days,0.0,Kepler-1944,Transit,5585.0,0.97,1.06,19h46m02.52s,+39d10m23.75s
2974,2974,Kepler-206 c,1939.0,3.78 Earths,13.507,2014,Super Earth,1.77 x Earth,0.111 AU,13.1 days,0.0,Kepler-1945,Transit,4991.0,0.8,0.77,18h47m35.54s,+42d17m08.95s
2975,2975,Kepler-206 d,1939.0,1.81 Earths,13.507,2014,Super Earth,1.19 x Earth,0.163 AU,23.4 days,0.0,Kepler-1946,Transit,5505.0,0.87,0.89,18h49m20.53s,+42d50m43.23s
2976,2976,Kepler-207 b,2856.0,3.09 Earths,13.164,2014,Super Earth,1.57 x Earth,0.029 AU,1.6 days,0.0,Kepler-1947,Transit,6040.0,1.69,0.98,19h44m24.97s,+42d20m33.29s
2977,2977,Kepler-207 c,2856.0,2.86 Earths,13.164,2014,Super Earth,1.5 x Earth,0.044 AU,3.1 days,0.0,Kepler-1948,Transit,3872.0,0.56,0.58,19h09m27.38s,+47d47m07.10s
2978,2978,Kepler-207 d,2856.0,11 Earths,13.164,2014,Neptune-like,0.295 x Jupiter,0.068 AU,5.9 days,0.0,Kepler-1949,Transit,6028.0,1.45,1.19,19h34m10.14s,+43d01m33.80s
2979,2979,Kepler-208 b,2529.0,3.29 Earths,13.561,2014,Super Earth,1.63 x Earth,0.054 AU,4.2 days,0.0,Kepler-195,Transit,5329.0,0.78,0.84,19h12m29.02s,+47d57m59.81s
2980,2980,Kepler-208 c,2529.0,2.51 Earths,13.561,2014,Super Earth,1.39 x Earth,0.079 AU,7.5 days,0.0,Kepler-195,Transit,5329.0,0.78,0.84,19h12m29.02s,+47d57m59.81s
2981,2981,Kepler-208 d,2529.0,1.87 Earths,13.561,2014,Super Earth,1.2 x Earth,0.103 AU,11.1 days,0.0,Kepler-1950,Transit,5455.0,0.85,0.76,19h08m20.99s,+42d40m07.15s
2982,2982,Kepler-208 e,2529.0,2.79 Earths,13.561,2014,Super Earth,1.48 x Earth,0.132 AU,16.3 days,0.0,Kepler-1951,Transit,5468.0,1.31,0.92,19h21m59.98s,+40d17m15.78s
2983,2983,Kepler-209 b,1882.0,5.73 Earths,14.132,2014,Neptune-like,0.202 x Jupiter,0.122 AU,16.1 days,0.0,Kepler-1952,Transit,5973.0,1.3,0.92,19h12m18.34s,+43d57m30.54s
2984,2984,Kepler-209 c,1882.0,9.8 Earths,14.132,2014,Neptune-like,0.277 x Jupiter,0.231 AU,41.7 days,0.0,Kepler-1953,Transit,4858.0,0.71,0.79,19h11m52.34s,+46d28m14.15s
2985,2985,Kepler-20 b,922.0,9.7 Earths,12.61,2011,Super Earth,1.868 x Earth,0.0463 AU,3.7 days,0.03,Kepler-1954,Transit,5840.0,0.85,0.94,19h52m00.70s,+43d21m16.52s
2986,2986,Kepler-20 c,922.0,12.75 Earths,12.61,2011,Neptune-like,0.272 x Jupiter,0.0949 AU,10.9 days,0.16,Kepler-1955,Transit,5825.0,1.29,1.05,19h58m08.34s,+40d28m39.91s
2987,2987,Kepler-20 d,922.0,10.07 Earths,12.61,2011,Neptune-like,0.245 x Jupiter,0.3506 AU,77.6 days,0.0,Kepler-1956,Transit,4391.0,0.68,0.67,19h38m29.00s,+49d53m39.19s
2988,2988,Kepler-20 e,922.0,3.08 Earths,12.61,2011,Terrestrial,0.865 x Earth,0.0639 AU,6.1 days,0.0,Kepler-1957,Transit,4904.0,0.77,0.74,19h34m50.74s,+47d53m14.81s
2989,2989,Kepler-20 f,922.0,14.3 Earths,12.61,2011,Super Earth,1.003 x Earth,0.1396 AU,19.6 days,0.0,Kepler-1958,Transit,5749.0,0.86,0.96,19h16m25.00s,+41d41m24.41s
2990,2990,Kepler-20 g,922.0,19.96 Earths,12.61,2016,Neptune-like,0.42 x Jupiter,0.2055 AU,34.9 days,0.15,Kepler-1959,Transit,5071.0,0.81,0.77,19h44m05.35s,+44d43m57.61s
2991,2991,Kepler-210 b,759.0,8.96 Earths,14.126,2014,Neptune-like,0.262 x Jupiter,0.032 AU,2.5 days,0.0,Kepler-196,Transit,5128.0,0.78,0.85,18h59m52.44s,+42d04m44.84s
2992,2992,Kepler-210 c,759.0,12.8 Earths,14.126,2014,Neptune-like,0.323 x Jupiter,0.07 AU,8 days,0.0,Kepler-196,Transit,5128.0,0.78,0.85,18h59m52.44s,+42d04m44.84s
2993,2993,Kepler-211 b,1009.0,2.13 Earths,13.448,2014,Super Earth,1.26 x Earth,0.048 AU,4.1 days,0.0,Kepler-196,Transit,5132.0,0.77,0.81,18h59m52.44s,+42d04m44.84s
2994,2994,Kepler-211 c,1009.0,18.3 Earths,13.448,2014,Super Earth,1.29 x Earth,0.062 AU,6 days,0.0,Kepler-1960,Transit,6371.0,1.07,1.12,19h38m47.26s,+46d43m12.74s
2995,2995,Kepler-212 b,2242.0,1.32 Earths,13.129,2014,Super Earth,1.09 x Earth,0.133 AU,16.3 days,0.0,Kepler-1961,Transit,5401.0,0.78,0.87,19h05m19.22s,+39d40m59.26s
2996,2996,Kepler-212 c,2242.0,7.95 Earths,13.129,2014,Neptune-like,0.244 x Jupiter,0.207 AU,31.8 days,0.0,Kepler-1962,Transit,5700.0,1.01,1.0,19h18m11.62s,+40d09m50.92s
2997,2997,Kepler-213 b,2071.0,3.26 Earths,13.705,2014,Super Earth,1.62 x Earth,0.036 AU,2.5 days,0.0,Kepler-1963,Transit,5726.0,0.98,0.92,19h46m21.00s,+47d12m25.66s
2998,2998,Kepler-213 c,2071.0,6.08 Earths,13.705,2014,Neptune-like,0.209 x Jupiter,0.057 AU,4.8 days,0.0,Kepler-1964,Transit,4803.0,0.7,0.75,19h48m14.11s,+49d28m42.37s
2999,2999,Kepler-214 b,3942.0,7.32 Earths,14.057,2014,Neptune-like,0.233 x Jupiter,0.13 AU,15.7 days,0.0,Kepler-1965,Transit,5852.0,0.84,0.93,19h30m03.53s,+38d01m19.15s
3000,3000,Kepler-214 c,3942.0,5.18 Earths,14.057,2014,Neptune-like,2.13 x Earth,0.194 AU,28.8 days,0.0,Kepler-1966,Transit,5009.0,0.84,0.8,19h29m51.31s,+41d17m56.56s
3001,3001,Kepler-215 b,1585.0,3.26 Earths,13.678,2014,Super Earth,1.62 x Earth,0.084 AU,9.4 days,0.0,Kepler-1967,Transit,4970.0,1.81,1.0,19h56m33.03s,+43d29m54.50s
3002,3002,Kepler-215 c,1585.0,3.78 Earths,13.678,2014,Super Earth,1.77 x Earth,0.113 AU,14.7 days,0.0,Kepler-1968,Transit,5008.0,0.79,0.84,19h26m01.93s,+45d22m12.34s
3003,3003,Kepler-215 d,1585.0,23.6 Earths,13.678,2014,Super Earth,0.213 x Jupiter,0.185 AU,30.9 days,0.0,Kepler-1969,Transit,6046.0,1.01,1.11,19h39m08.22s,+49d29m31.40s
3004,3004,Kepler-215 e,1585.0,3.71 Earths,13.678,2014,Super Earth,1.75 x Earth,0.314 AU,68.2 days,0.0,Kepler-197,Transit,6004.0,1.12,0.86,19h40m54.35s,+50d33m33.25s
3005,3005,Kepler-216 b,3874.0,6.12 Earths,14.054,2014,Neptune-like,0.21 x Jupiter,0.079 AU,7.7 days,0.0,Kepler-197,Transit,6004.0,1.12,0.86,19h40m54.35s,+50d33m33.25s
3006,3006,Kepler-216 c,3874.0,9.48 Earths,14.054,2014,Neptune-like,0.271 x Jupiter,0.136 AU,17.4 days,0.0,Kepler-197,Transit,6004.0,1.12,0.86,19h40m54.35s,+50d33m33.25s
3007,3007,Kepler-217 b,3603.0,5.6 Earths,13.155,2014,Neptune-like,2.23 x Earth,0.065 AU,5.4 days,0.0,Kepler-197,Transit,6004.0,1.12,0.86,19h40m54.35s,+50d33m33.25s
3008,3008,Kepler-217 c,3603.0,4.08 Earths,13.155,2014,Super Earth,1.85 x Earth,0.089 AU,8.6 days,0.0,Kepler-1972,Transit,5818.0,1.38,1.12,19h13m34.87s,+39d52m21.02s
3009,3009,Kepler-217 d,3603.0,2.3 Earths,13.155,2016,Super Earth,1.32 x Earth,0.0505 AU,3.9 days,0.0,Kepler-1972,Transit,5818.0,1.38,1.12,19h13m34.87s,+39d52m21.02s
3010,3010,Kepler-218 b,2141.0,2.79 Earths,14.035,2014,Super Earth,1.48 x Earth,0.046 AU,3.6 days,0.0,Kepler-198,Transit,5574.0,0.94,0.97,19h22m41.55s,+38d41m27.62s
3011,3011,Kepler-218 c,2141.0,10 Earths,14.035,2014,Neptune-like,0.28 x Jupiter,0.248 AU,44.7 days,0.0,Kepler-198,Transit,5574.0,0.94,0.97,19h22m41.55s,+38d41m27.62s
3012,3012,Kepler-218 d,2141.0,7.56 Earths,14.035,2016,Neptune-like,0.237 x Jupiter,0.4865 AU,124.5 days,0.0,Kepler-198,Transit,5636.0,0.93,0.97,19h22m41.55s,+38d41m27.62s
3013,3013,Kepler-219 b,2567.0,9.01 Earths,13.823,2014,Neptune-like,0.263 x Jupiter,0.057 AU,4.6 days,0.0,Kepler-199,Transit,5644.0,0.97,0.96,19h42m14.26s,+40d14m10.50s
3014,3014,Kepler-219 c,2567.0,12.5 Earths,13.823,2014,Neptune-like,0.319 x Jupiter,0.165 AU,22.7 days,0.0,Kepler-199,Transit,5644.0,0.97,0.96,19h42m14.26s,+40d14m10.50s
3015,3015,Kepler-219 d,2567.0,19.1 Earths,13.823,2014,Super Earth,0.251 x Jupiter,0.272 AU,47.9 days,0.0,Kepler-20,Transit,5495.0,0.96,0.95,19h10m47.52s,+42d20m18.88s
3016,3016,Kepler-21 b,354.0,5.08 Earths,8.25,2012,Super Earth,1.639 x Earth,0.042717 AU,2.8 days,0.02,Kepler-20,Transit,5495.0,0.96,0.95,19h10m47.52s,+42d20m18.88s
3017,3017,Kepler-220 b,558.0,0.457 Earths,13.049,2014,Terrestrial,0.81 x Earth,0.046 AU,4.2 days,0.0,Kepler-20,Transit,5495.0,0.96,0.95,19h10m47.52s,+42d20m18.88s
3018,3018,Kepler-220 c,558.0,3.09 Earths,13.049,2014,Super Earth,1.57 x Earth,0.076 AU,9 days,0.0,Kepler-20,Transit,5495.0,0.96,0.95,19h10m47.52s,+42d20m18.88s
3019,3019,Kepler-220 d,558.0,0.904 Earths,13.049,2014,Terrestrial,0.98 x Earth,0.163 AU,28.1 days,0.0,Kepler-20,Transit,5495.0,0.96,0.95,19h10m47.52s,+42d20m18.88s
3020,3020,Kepler-220 e,558.0,2.33 Earths,13.049,2014,Super Earth,1.33 x Earth,0.226 AU,45.9 days,0.0,Kepler-20,Radial Velocity,5495.0,0.96,0.95,19h10m47.52s,+42d20m18.88s
3021,3021,Kepler-221 b,1257.0,3.57 Earths,13.97,2014,Super Earth,1.71 x Earth,0.037 AU,2.8 days,0.0,Kepler-200,Transit,5678.0,0.94,0.98,18h57m38.39s,+41d14m14.97s
3022,3022,Kepler-221 c,1257.0,15.1 Earths,13.97,2014,Super Earth,0.261 x Jupiter,0.059 AU,5.7 days,0.0,Kepler-200,Transit,5678.0,0.94,0.98,18h57m38.39s,+41d14m14.97s
3023,3023,Kepler-221 d,1257.0,7.9 Earths,13.97,2014,Neptune-like,0.244 x Jupiter,0.087 AU,10 days,0.0,Kepler-201,Transit,6065.0,1.23,1.18,19h34m30.25s,+41d16m22.08s
3024,3024,Kepler-221 e,1257.0,7.41 Earths,13.97,2014,Neptune-like,0.235 x Jupiter,0.13 AU,18.4 days,0.0,Kepler-201,Transit,6065.0,1.23,1.18,19h34m30.25s,+41d16m22.08s
3025,3025,Kepler-222 b,2475.0,10.1 Earths,15.407,2014,Neptune-like,0.282 x Jupiter,0.048 AU,3.9 days,0.0,Kepler-202,Transit,4668.0,0.67,0.68,18h51m53.64s,+41d19m18.48s
3026,3026,Kepler-222 c,2475.0,19.4 Earths,15.407,2014,Neptune-like,0.414 x Jupiter,0.091 AU,10.1 days,0.0,Kepler-202,Transit,4668.0,0.67,0.68,18h51m53.64s,+41d19m18.48s
3027,3027,Kepler-222 d,2475.0,13.2 Earths,15.407,2014,Neptune-like,0.329 x Jupiter,0.18 AU,28.1 days,0.0,Kepler-203,Transit,5821.0,1.11,1.0,19h48m21.59s,+41d23m17.05s
3028,3028,Kepler-223 b,6066.0,7.4 Earths,15.69,2014,Neptune-like,0.267 x Jupiter,0.0756 AU,7.4 days,0.08,Kepler-203,Transit,5821.0,1.11,1.0,19h48m21.59s,+41d23m17.05s
3029,3029,Kepler-223 c,6066.0,5.1 Earths,15.69,2014,Neptune-like,0.307 x Jupiter,0.0916 AU,9.8 days,0.15,Kepler-203,Transit,5821.0,1.11,1.0,19h48m21.59s,+41d23m17.05s
3030,3030,Kepler-223 d,6066.0,8 Earths,15.69,2014,Neptune-like,0.467 x Jupiter,0.1201 AU,14.8 days,0.04,Kepler-204,Transit,5812.0,1.24,1.03,19h01m23.32s,+41d45m42.64s
3031,3031,Kepler-223 e,6066.0,4.8 Earths,15.69,2014,Neptune-like,0.41 x Jupiter,0.1455 AU,19.7 days,0.05,Kepler-204,Transit,5812.0,1.24,1.03,19h01m23.32s,+41d45m42.64s
3032,3032,Kepler-224 b,2551.0,2.51 Earths,15.801,2014,Super Earth,1.39 x Earth,0.038 AU,3.1 days,0.0,Kepler-205,Transit,4321.0,0.55,0.59,19h01m08.81s,+41d51m39.37s
3033,3033,Kepler-224 c,2551.0,9.91 Earths,15.801,2014,Neptune-like,0.278 x Jupiter,0.058 AU,5.9 days,0.0,Kepler-205,Transit,4321.0,0.55,0.59,19h01m08.81s,+41d51m39.37s
3034,3034,Kepler-224 d,2551.0,5.9 Earths,15.801,2014,Neptune-like,0.205 x Jupiter,0.089 AU,11.3 days,0.0,Kepler-206,Transit,5764.0,1.19,1.05,19h26m32.32s,+41d50m01.83s
3035,3035,Kepler-224 e,2551.0,4.54 Earths,15.801,2014,Super Earth,1.97 x Earth,0.124 AU,18.6 days,0.0,Kepler-206,Transit,5764.0,1.19,1.05,19h26m32.32s,+41d50m01.83s
3036,3036,Kepler-225 b,1830.0,1.87 Earths,16.294,2014,Super Earth,1.2 x Earth,0.056 AU,6.7 days,0.0,Kepler-206,Transit,5764.0,1.19,1.05,19h26m32.32s,+41d50m01.83s
3037,3037,Kepler-225 c,1830.0,4.04 Earths,16.294,2014,Super Earth,1.84 x Earth,0.111 AU,18.8 days,0.0,Kepler-207,Transit,5920.0,1.59,1.04,19h20m07.32s,+42d09m57.80s
3038,3038,Kepler-226 b,3197.0,24 Earths,15.563,2014,Super Earth,1.55 x Earth,0.047 AU,3.9 days,0.0,Kepler-207,Transit,5920.0,1.59,1.04,19h20m07.32s,+42d09m57.80s
3039,3039,Kepler-226 c,3197.0,0.142 Jupiters,15.563,2014,Super Earth,0.203 x Jupiter,0.058 AU,5.3 days,0.0,Kepler-207,Transit,5920.0,1.59,1.04,19h20m07.32s,+42d09m57.80s
3040,3040,Kepler-226 d,3197.0,1.98 Earths,15.563,2014,Super Earth,1.22 x Earth,0.076 AU,8.1 days,0.0,Kepler-208,Transit,6092.0,1.31,1.16,19h35m33.65s,+42d31m40.59s
3041,3041,Kepler-227 b,3533.0,9.85 Earths,15.623,2014,Neptune-like,0.277 x Jupiter,0.09 AU,9.5 days,0.0,Kepler-208,Transit,6092.0,1.31,1.16,19h35m33.65s,+42d31m40.59s
3042,3042,Kepler-227 c,3533.0,9.48 Earths,15.623,2014,Neptune-like,0.271 x Jupiter,0.29 AU,54.4 days,0.0,Kepler-208,Transit,6092.0,1.31,1.16,19h35m33.65s,+42d31m40.59s
3043,3043,Kepler-228 b,5365.0,2.96 Earths,15.902,2014,Super Earth,1.53 x Earth,0.038 AU,2.6 days,0.0,Kepler-208,Transit,6092.0,1.31,1.16,19h35m33.65s,+42d31m40.59s
3044,3044,Kepler-228 c,5365.0,7.75 Earths,15.902,2014,Neptune-like,0.241 x Jupiter,0.052 AU,4.1 days,0.0,Kepler-209,Transit,5513.0,0.94,0.93,19h24m40.67s,+42d38m26.62s
3045,3045,Kepler-228 d,5365.0,15.4 Earths,15.902,2014,Neptune-like,0.36 x Jupiter,0.101 AU,11.1 days,0.0,Kepler-209,Transit,5513.0,0.94,0.93,19h24m40.67s,+42d38m26.62s
3046,3046,Kepler-229 b,2695.0,5.48 Earths,16.22,2014,Neptune-like,2.2 x Earth,0.062 AU,6.3 days,0.0,Kepler-21,Transit,6305.0,1.9,1.41,19h09m26.87s,+38d42m50.90s
3047,3047,Kepler-229 c,2695.0,21.5 Earths,16.22,2014,Neptune-like,0.439 x Jupiter,0.117 AU,16.1 days,0.0,Kepler-210,Transit,4559.0,0.65,0.77,19h30m00.82s,+43d04m59.59s
3048,3048,Kepler-229 d,2695.0,14.2 Earths,16.22,2014,Neptune-like,0.343 x Jupiter,0.22 AU,41.2 days,0.0,Kepler-210,Transit,4559.0,0.65,0.77,19h30m00.82s,+43d04m59.59s
3049,3049,Kepler-22 b,635.0,36 Earths,11.751,2011,Super Earth,0.212 x Jupiter,0.849 AU,289.9 days,0.0,Kepler-211,Transit,5123.0,0.82,0.9,19h01m45.39s,+43d10m06.62s
3050,3050,Kepler-230 b,2416.0,16.8 Earths,15.264,2014,Neptune-like,0.38 x Jupiter,0.191 AU,32.6 days,0.0,Kepler-211,Transit,5123.0,0.82,0.9,19h01m45.39s,+43d10m06.62s
3051,3051,Kepler-230 c,2416.0,4.82 Earths,15.264,2014,Super Earth,2.04 x Earth,0.38 AU,91.8 days,0.0,Kepler-212,Transit,5852.0,1.46,1.17,19h10m29.00s,+43d08m29.85s
3052,3052,Kepler-231 b,1033.0,35.4 Earths,15.813,2014,Super Earth,1.73 x Earth,0.074 AU,10.1 days,0.0,Kepler-212,Transit,5852.0,1.46,1.17,19h10m29.00s,+43d08m29.85s
3053,3053,Kepler-231 c,1033.0,24.1 Earths,15.813,2014,Super Earth,1.93 x Earth,0.114 AU,19.3 days,0.0,Kepler-213,Transit,5696.0,1.2,1.07,19h23m17.81s,+44d38m50.22s
3054,3054,Kepler-232 b,4401.0,9.69 Earths,15.565,2014,Neptune-like,0.275 x Jupiter,0.054 AU,4.4 days,0.0,Kepler-213,Transit,5696.0,1.2,1.07,19h23m17.81s,+44d38m50.22s
3055,3055,Kepler-232 c,4401.0,14 Earths,15.565,2014,Neptune-like,0.342 x Jupiter,0.101 AU,11.4 days,0.0,Kepler-214,Transit,6169.0,1.35,1.11,18h59m01.16s,+44d57m21.78s
3056,3056,Kepler-233 b,2794.0,6.48 Earths,15.477,2014,Neptune-like,0.217 x Jupiter,0.077 AU,8.5 days,0.0,Kepler-214,Transit,6169.0,1.35,1.11,18h59m01.16s,+44d57m21.78s
